"","Country","Status","HIV.AIDS","Income.composition.of.resources","Adult.Mortality","under.five.deaths","thinness.5.9.years","Diphtheria","Schooling","Life.expectancy","continent","class"
"768","Djibouti",0,1,0.361,325,2,6.1,65,6.8,57.4,"Africa",0
"769","Dominican Republic",0,0.3,0.718,152,7,3.2,85,13.2,73.9,"Americas",1
"770","Dominican Republic",0,0.3,0.712,154,7,3.2,91,13.2,73.6,"Americas",1
"771","Dominican Republic",0,0.3,0.709,157,7,3.2,83,13.2,73.4,"Americas",1
"772","Dominican Republic",0,0.4,0.706,174,7,3.2,85,13.1,72.1,"Americas",1
"773","Dominican Republic",0,0.7,0.703,16,7,3.2,84,13,73.1,"Americas",1
"774","Dominican Republic",0,0.9,0.697,166,8,3.3,88,12.9,72.7,"Americas",1
"775","Dominican Republic",0,1,0.695,157,8,3.3,82,12.9,73.6,"Americas",1
"776","Dominican Republic",0,1,0.692,161,8,3.3,82,12.8,73.3,"Americas",1
"777","Dominican Republic",0,1,0.685,164,8,3.4,85,12.7,72.9,"Americas",1
"778","Dominican Republic",0,1,0.677,178,8,3.4,89,12.6,72.3,"Americas",1
"779","Dominican Republic",0,1,0.668,28,8,3.4,87,12.6,69.7,"Americas",0
"780","Dominican Republic",0,1,0.666,214,8,3.5,79,12.5,69.3,"Americas",0
"781","Dominican Republic",0,1,0.665,22,8,3.5,79,12.4,73,"Americas",1
"782","Dominican Republic",0,1,0.66,189,8,3.6,82,12.3,71.4,"Americas",1
"783","Dominican Republic",0,1,0.656,188,9,3.6,72,12.3,71.2,"Americas",1
"784","Dominican Republic",0,1,0.651,176,9,3.7,78,12.2,72,"Americas",1
"785","Ecuador",0,0.1,0.739,118,7,1.1,78,14,76.2,"Americas",1
"786","Ecuador",0,0.1,0.737,121,7,1.1,83,14,76,"Americas",1
"787","Ecuador",0,0.1,0.725,121,8,1.1,87,13.4,76,"Americas",1
"788","Ecuador",0,0.1,0.717,127,8,1.2,87,13.3,75.5,"Americas",1
"789","Ecuador",0,0.1,0.71,131,8,1.2,88,13.2,75.3,"Americas",1
"790","Ecuador",0,0.1,0.703,134,8,1.2,91,13.1,75,"Americas",1
"791","Ecuador",0,0.1,0.702,137,8,1.2,94,13.1,75.1,"Americas",1
"792","Ecuador",0,0.1,0.698,139,9,1.2,96,13,74.6,"Americas",1
"793","Ecuador",0,0.2,0.696,14,9,1.3,96,12.9,74.7,"Americas",1
"794","Ecuador",0,0.3,0.693,144,9,1.3,96,12.8,74.4,"Americas",1
"795","Ecuador",0,0.3,0.688,151,9,1.3,92,12.8,74.2,"Americas",1
"796","Ecuador",0,0.3,0.682,148,9,1.3,88,12.7,74.4,"Americas",1
"797","Ecuador",0,0.3,0.679,151,10,1.4,87,12.6,74.4,"Americas",1
"798","Ecuador",0,0.3,0.675,157,10,1.4,88,12.5,73.6,"Americas",1
"799","Ecuador",0,0.3,0.67,158,10,1.5,89,12.4,73.4,"Americas",1
"800","Ecuador",0,0.3,0.668,163,11,1.5,87,12.4,72.8,"Americas",1
"803","Egypt",0,0.1,0.681,159,63,2.8,97,12.8,79,"Africa",1
"804","Egypt",0,0.1,0.673,165,64,2.8,93,12.4,72,"Africa",1
"805","Egypt",0,0.1,0.671,168,64,2.9,96,12.4,74,"Africa",1
"806","Egypt",0,0.1,0.665,173,64,2.9,97,12.2,70,"Africa",0
"807","Egypt",0,0.1,0.659,174,64,3,97,12,69.9,"Africa",0
"808","Egypt",0,0.1,0.651,172,65,3,97,11.9,69.8,"Africa",0
"810","Egypt",0,0.1,0.636,175,66,3.1,98,11.5,69.5,"Africa",0
"811","Egypt",0,0.1,0.629,174,68,3.2,98,11.4,69.4,"Africa",0
"812","Egypt",0,0.1,0.623,176,70,3.2,97,11.2,69,"Africa",0
"813","Egypt",0,0.1,0.621,178,72,3.3,98,11.3,68.6,"Africa",0
"814","Egypt",0,0.1,0.617,177,75,3.4,97,11.2,68.7,"Africa",0
"817","El Salvador",0,0.2,0.678,178,2,1.5,91,13.2,73.5,"Americas",1
"818","El Salvador",0,0.2,0.676,181,2,1.6,94,13.2,73.3,"Americas",1
"819","El Salvador",0,0.2,0.675,184,2,1.6,92,13.2,73,"Americas",1
"820","El Salvador",0,0.3,0.67,181,2,1.6,92,13.2,73,"Americas",1
"821","El Salvador",0,0.3,0.666,197,2,1.6,89,13,72,"Americas",1
"822","El Salvador",0,0.3,0.662,191,2,1.6,89,12.9,72,"Americas",1
"823","El Salvador",0,0.3,0.662,23,2,1.6,91,12.8,71.4,"Americas",1
"824","El Salvador",0,0.3,0.659,194,3,1.7,98,13.4,71.7,"Americas",1
"825","El Salvador",0,0.3,0.657,23,3,1.7,99,12.9,71.2,"Americas",1
"826","El Salvador",0,0.2,0.651,211,3,1.7,96,12.9,75,"Americas",1
"827","El Salvador",0,0.2,0.644,213,3,1.8,89,12.7,71,"Americas",1
"828","El Salvador",0,0.3,0.636,215,3,1.8,65,12.4,70,"Americas",0
"829","El Salvador",0,0.3,0.628,29,4,1.9,94,12,69.9,"Americas",0
"830","El Salvador",0,0.4,0.621,24,4,1.9,81,11.8,73,"Americas",1
"831","El Salvador",0,0.4,0.615,219,4,2,92,11.6,68.9,"Americas",0
"832","El Salvador",0,0.4,0.607,218,5,2,99,11.3,69,"Americas",0
"834","Equatorial Guinea",0,1,0.582,32,4,8.4,65,9.2,57.9,"Africa",0
"835","Equatorial Guinea",0,1,0.586,327,4,8.6,65,9.2,57.4,"Africa",0
"837","Equatorial Guinea",0,1,0.58,344,4,8.8,65,9.2,56.2,"Africa",0
"838","Equatorial Guinea",0,1,0.589,339,4,9,65,9.2,56.1,"Africa",0
"839","Equatorial Guinea",0,1,0.59,34,4,9.2,65,9.1,55.7,"Africa",0
"840","Equatorial Guinea",0,1,0.592,338,4,9.3,65,9.1,55.4,"Africa",0
"841","Equatorial Guinea",0,1,0.587,339,4,9.5,65,9,55,"Africa",0
"842","Equatorial Guinea",0,1,0.569,337,4,9.6,65,9,54.8,"Africa",0
"843","Equatorial Guinea",0,1,0.563,337,4,9.8,65,8.7,54.4,"Africa",0
"844","Equatorial Guinea",0,1,0.553,336,4,1,65,8.5,54.1,"Africa",0
"845","Equatorial Guinea",0,1,0.554,334,4,1.1,65,8.4,53.8,"Africa",0
"846","Equatorial Guinea",0,1,0.542,334,4,1.3,65,8.2,53.5,"Africa",0
"848","Equatorial Guinea",0,1,0.286,336,4,1.6,65,6.8,52.7,"Africa",0
"849","Eritrea",0,0.4,0.418,255,7,8.2,95,6.8,64.7,"Africa",0
"850","Eritrea",0,0.4,0.416,261,8,8.3,94,6.8,64.4,"Africa",0
"851","Eritrea",0,0.5,0.414,266,8,8.4,94,6.8,64,"Africa",0
"852","Eritrea",0,0.6,0.41,274,8,8.6,94,6.8,63.6,"Africa",0
"853","Eritrea",0,0.7,0.405,286,8,8.7,96,6.8,62.9,"Africa",0
"854","Eritrea",0,0.9,0.404,298,9,8.8,65,6.8,62.1,"Africa",0
"855","Eritrea",0,1,0.402,311,9,8.9,92,6.8,61.4,"Africa",0
"856","Eritrea",0,1,0.406,322,9,9.1,94,6.8,67,"Africa",0
"857","Eritrea",0,1,0.405,329,9,9.2,91,6.8,62,"Africa",0
"858","Eritrea",0,1,0.405,336,9,9.3,94,6.8,59.7,"Africa",0
"859","Eritrea",0,1,0.286,34,9,9.5,96,6.8,59.4,"Africa",0
"860","Eritrea",0,1,0.286,342,10,9.6,98,6.8,59.1,"Africa",0
"861","Eritrea",0,1,0.286,343,10,9.7,93,6.8,58.8,"Africa",0
"862","Eritrea",0,1,0.286,343,10,9.9,65,6.8,58.5,"Africa",0
"863","Eritrea",0,1,0.286,345,10,1,86,6.8,58.1,"Africa",0
"864","Eritrea",0,1,0.286,383,10,1.1,81,6.8,52.6,"Africa",0
"865","Estonia",0,0.1,0.863,119,0,1.9,93,16.5,77.6,"Europe",1
"866","Estonia",0,0.1,0.86,122,0,1.9,93,16.5,77.3,"Europe",1
"867","Estonia",0,0.1,0.856,127,0,1.9,94,16.5,76.9,"Europe",1
"868","Estonia",0,0.1,0.85,135,0,1.9,94,16.5,76.3,"Europe",1
"869","Estonia",0,0.1,0.838,138,0,2,93,16.4,76.1,"Europe",1
"870","Estonia",0,0.1,0.833,137,0,2,94,16.2,75.6,"Europe",1
"871","Estonia",0,0.1,0.836,156,0,2,95,16.1,74.9,"Europe",1
"872","Estonia",0,0.1,0.835,167,0,2.1,95,16.1,74.2,"Europe",1
"873","Estonia",0,0.1,0.829,189,0,2.1,95,16.1,73,"Europe",1
"874","Estonia",0,0.1,0.822,188,0,2.2,95,16.1,73,"Europe",1
"875","Estonia",0,0.1,0.812,189,0,2.2,96,15.9,72.8,"Europe",1
"876","Estonia",0,0.1,0.805,195,0,2.3,94,15.7,72.3,"Europe",1
"877","Estonia",0,0.1,0.798,199,0,2.3,94,15.6,71.9,"Europe",1
"878","Estonia",0,0.1,0.791,211,0,2.4,94,15.4,71.2,"Europe",1
"879","Estonia",0,0.1,0.781,225,0,2.5,94,15,78,"Europe",1
"880","Estonia",0,0.1,0.764,218,0,2.5,93,14.4,78,"Europe",1
"891","Ethiopia",0,1,0.325,343,80,11.2,65,6.8,56,"Africa",0
"892","Ethiopia",0,1,0.31,354,80,11.3,65,6.8,55,"Africa",0
"893","Ethiopia",0,1,0.306,363,80,11.3,65,6.8,54,"Africa",0
"897","Fiji",0,0.1,0.734,188,0,3.7,99,15.3,69.9,"Oceania",0
"898","Fiji",0,0.1,0.727,19,0,3.7,99,15.2,69.7,"Oceania",0
"899","Fiji",0,0.1,0.719,192,0,3.7,99,15,69.6,"Oceania",0
"900","Fiji",0,0.1,0.714,195,0,3.7,99,14.9,69.4,"Oceania",0
"901","Fiji",0,0.1,0.709,197,0,3.7,99,14.7,69.2,"Oceania",0
"902","Fiji",0,0.1,0.706,12,0,3.7,99,14.6,69.1,"Oceania",0
"903","Fiji",0,0.1,0.704,23,0,3.7,99,14.5,68.9,"Oceania",0
"904","Fiji",0,0.1,0.7,26,0,3.7,99,14.3,68.7,"Oceania",0
"905","Fiji",0,0.1,0.698,29,0,3.8,99,14.2,68.6,"Oceania",0
"906","Fiji",0,0.1,0.695,211,0,3.8,98,14,68.5,"Oceania",0
"907","Fiji",0,0.1,0.699,214,0,3.8,96,13.9,68.3,"Oceania",0
"908","Fiji",0,0.1,0.691,218,0,3.9,95,13.4,68.1,"Oceania",0
"909","Fiji",0,0.1,0.689,22,0,3.9,94,13.3,68,"Oceania",0
"910","Fiji",0,0.1,0.687,22,0,3.9,93,13.3,67.9,"Oceania",0
"911","Fiji",0,0.1,0.683,221,0,4,91,13.2,67.8,"Oceania",0
"912","Fiji",0,0.1,0.681,221,0,4,65,13.1,67.7,"Oceania",0
"913","Finland",0,0.1,0.893,76,0,0.8,97,16.99,81.1,"Europe",1
"914","Finland",0,0.1,0.89,78,0,0.8,98,16.99,82.09,"Europe",1
"915","Finland",0,0.1,0.887,79,0,0.8,98,16.99,82.09,"Europe",1
"916","Finland",0,0.1,0.884,82,0,0.8,99,16.99,82.09,"Europe",1
"917","Finland",0,0.1,0.878,86,0,0.8,99,16.9,82.09,"Europe",1
"918","Finland",0,0.1,0.874,89,0,0.8,99,16.8,79.9,"Europe",1
"919","Finland",0,0.1,0.878,91,0,0.8,99,16.99,79.7,"Europe",1
"920","Finland",0,0.1,0.876,94,0,0.8,99,16.99,79.6,"Europe",1
"921","Finland",0,0.1,0.873,96,0,0.8,99,16.99,79.3,"Europe",1
"922","Finland",0,0.1,0.869,96,0,0.8,97,16.99,79.2,"Europe",1
"923","Finland",0,0.1,0.864,12,0,0.8,97,16.99,78.9,"Europe",1
"924","Finland",0,0.1,0.869,12,0,0.8,98,16.99,78.7,"Europe",1
"925","Finland",0,0.1,0.866,98,0,0.8,98,16.99,78.4,"Europe",1
"926","Finland",0,0.1,0.863,98,0,0.8,98,16.99,78.1,"Europe",1
"927","Finland",0,0.1,0.856,12,0,0.8,98,16.99,78,"Europe",1
"928","Finland",0,0.1,0.847,15,0,0.9,99,16.99,77.5,"Europe",1
"929","France",0,0.1,0.894,78,3,0.6,98,16.3,82.09,"Europe",1
"930","France",0,0.1,0.89,79,3,0.6,98,16.2,82.09,"Europe",1
"931","France",0,0.1,0.887,81,3,0.6,99,16.2,82,"Europe",1
"932","France",0,0.1,0.885,83,3,0.6,99,16.1,81.5,"Europe",1
"936","France",0,0.1,0.877,88,3,0.6,98,16.1,82.09,"Europe",1
"937","France",0,0.1,0.873,89,3,0.6,98,16.1,82.09,"Europe",1
"938","France",0,0.1,0.87,92,4,0.6,99,16.1,82.09,"Europe",1
"939","France",0,0.1,0.86,93,4,0.6,98,15.5,81,"Europe",1
"941","France",0,0.1,0.852,99,4,0.6,97,15.4,79.3,"Europe",1
"943","France",0,0.1,0.849,13,4,0.6,97,15.6,79,"Europe",1
"945","Gabon",0,1,0.694,229,3,5.9,65,12.6,66,"Africa",0
"946","Gabon",0,1,0.687,237,3,6,65,12.6,65.5,"Africa",0
"947","Gabon",0,1,0.678,255,3,6.1,79,12.5,64.6,"Africa",0
"948","Gabon",0,1,0.669,276,3,6.2,82,12.5,63.5,"Africa",0
"949","Gabon",0,1,0.664,289,3,6.3,75,12.5,62.8,"Africa",0
"950","Gabon",0,1,0.66,294,3,6.4,67,12.5,62.3,"Africa",0
"951","Gabon",0,1,0.652,31,3,6.5,76,12.4,61.7,"Africa",0
"952","Gabon",0,1,0.651,298,3,6.6,82,12.4,61.6,"Africa",0
"953","Gabon",0,1,0.645,291,3,6.8,81,12.4,61.6,"Africa",0
"954","Gabon",0,1,0.646,288,3,6.9,65,12.4,61.4,"Africa",0
"955","Gabon",0,1,0.64,37,3,7.1,65,12.4,65,"Africa",0
"956","Gabon",0,1,0.64,322,3,7.2,65,12.3,59.7,"Africa",0
"957","Gabon",0,1,0.638,32,3,7.4,65,12.3,59.7,"Africa",0
"958","Gabon",0,1,0.636,315,3,7.5,65,12.3,59.7,"Africa",0
"960","Gabon",0,1,0.637,296,3,7.8,65,12.2,61,"Africa",0
"961","Gambia",0,1,0.45,262,5,7.2,97,8.9,61.1,"Africa",0
"962","Gambia",0,1,0.449,266,5,7.3,96,8.9,68,"Africa",0
"963","Gambia",0,1,0.445,266,5,7.5,97,8.9,66,"Africa",0
"964","Gambia",0,1,0.44,269,5,7.7,98,8.8,62,"Africa",0
"965","Gambia",0,1,0.441,277,5,7.9,96,8.7,59.8,"Africa",0
"966","Gambia",0,1,0.439,284,6,8.1,97,8.8,59.3,"Africa",0
"967","Gambia",0,1,0.434,286,6,8.3,98,8.9,59,"Africa",0
"968","Gambia",0,1,0.426,287,6,8.5,96,8.6,58.7,"Africa",0
"969","Gambia",0,1,0.42,288,6,8.7,95,8.4,58.5,"Africa",0
"970","Gambia",0,1,0.415,288,6,8.9,95,8.1,58.2,"Africa",0
"971","Gambia",0,1,0.412,294,6,9.1,95,7.8,57.7,"Africa",0
"972","Gambia",0,1,0.404,296,6,9.3,87,7.6,57.3,"Africa",0
"973","Gambia",0,1,0.395,297,6,9.6,87,7.3,57,"Africa",0
"974","Gambia",0,1,0.392,298,6,9.8,87,7,56.6,"Africa",0
"975","Gambia",0,1,0.384,12,6,1,87,6.8,56.3,"Africa",0
"976","Gambia",0,1,0.377,33,6,1.2,65,6.8,55.9,"Africa",0
"977","Georgia",0,0.1,0.768,129,1,2.8,94,13.9,74.4,"Asia",1
"980","Georgia",0,0.1,0.749,13,1,2.8,92,13.4,74.2,"Asia",1
"981","Georgia",0,0.1,0.742,127,1,2.8,94,13.3,73.9,"Asia",1
"982","Georgia",0,0.1,0.738,132,1,2.8,92,13.3,73.8,"Asia",1
"983","Georgia",0,0.1,0.734,133,1,2.8,88,12.8,73.2,"Asia",1
"984","Georgia",0,0.1,0.735,128,1,2.8,92,13.1,73.9,"Asia",1
"985","Georgia",0,0.1,0.722,12,1,2.9,98,12.5,74.4,"Asia",1
"986","Georgia",0,0.1,0.714,126,1,2.9,88,12.6,73.9,"Asia",1
"989","Georgia",0,0.1,0.684,132,2,3,75,11.8,72.7,"Asia",1
"990","Georgia",0,0.1,0.677,142,2,3,84,11.8,71.7,"Asia",1
"991","Georgia",0,0.1,0.673,121,2,3.1,87,11.7,73,"Asia",1
"992","Georgia",0,0.1,0.286,129,2,3.1,65,11.4,71.8,"Asia",1
"994","Germany",1,0.1,0.894,69,3,1.1,95,16.99,82.09,"Europe",1
"996","Germany",1,0.1,0.894,71,3,1.1,95,16.9,82.09,"Europe",1
"998","Germany",1,0.1,0.894,76,3,1.1,95,16.7,81,"Europe",1
"999","Germany",1,0.1,0.894,79,3,1.1,96,16.7,80,"Europe",1
"1000","Germany",1,0.1,0.894,12,3,1.1,96,16.6,79.9,"Europe",1
"1001","Germany",1,0.1,0.894,82,3,1.1,96,16.6,79.8,"Europe",1
"1003","Germany",1,0.1,0.884,85,3,1.1,96,16.4,79.2,"Europe",1
"1004","Germany",1,0.1,0.877,86,3,1.1,96,16.4,79.1,"Europe",1
"1005","Germany",1,0.1,0.872,12,4,1.1,97,16.3,78.5,"Europe",1
"1008","Germany",1,0.1,0.855,95,4,1.2,65,16.2,78,"Europe",1
"1009","Ghana",0,0.7,0.575,249,52,6.1,88,11.4,62.4,"Africa",0
"1010","Ghana",0,0.8,0.576,253,54,6.3,98,11.7,62.1,"Africa",0
"1011","Ghana",0,0.9,0.57,254,55,6.4,65,11.5,61.9,"Africa",0
"1013","Ghana",0,1,0.554,263,58,6.8,91,10.9,61.2,"Africa",0
"1014","Ghana",0,1,0.547,267,59,7,94,10.5,69,"Africa",0
"1015","Ghana",0,1,0.542,271,60,7.2,94,10.4,66,"Africa",0
"1016","Ghana",0,1,0.53,275,61,7.4,93,9.8,63,"Africa",0
"1017","Ghana",0,1,0.519,28,61,7.6,94,9.1,59.9,"Africa",0
"1018","Ghana",0,1,0.51,288,62,7.9,84,8.7,59.4,"Africa",0
"1019","Ghana",0,1,0.499,296,62,8.1,84,8.1,58.9,"Africa",0
"1020","Ghana",0,1,0.491,34,62,8.3,65,7.7,58.3,"Africa",0
"1025","Greece",0,0.1,0.865,72,0,0.7,99,16.99,81,"Europe",1
"1026","Greece",0,0.1,0.862,73,0,0.7,99,16.99,82.09,"Europe",1
"1027","Greece",0,0.1,0.86,74,0,0.7,99,16.99,82.09,"Europe",1
"1028","Greece",0,0.1,0.858,76,0,0.7,99,16.8,82.09,"Europe",1
"1029","Greece",0,0.1,0.86,76,0,0.7,99,16.7,82.09,"Europe",1
"1030","Greece",0,0.1,0.859,76,0,0.7,99,16.4,82.09,"Europe",1
"1031","Greece",0,0.1,0.857,78,0,0.7,99,16.2,80,"Europe",1
"1032","Greece",0,0.1,0.853,77,0,0.7,99,15.9,79.9,"Europe",1
"1033","Greece",0,0.1,0.855,12,0,0.7,99,16.4,79.4,"Europe",1
"1034","Greece",0,0.1,0.85,77,1,0.7,98,16.3,79.7,"Europe",1
"1035","Greece",0,0.1,0.839,81,1,0.7,96,15.6,79.3,"Europe",1
"1036","Greece",0,0.1,0.83,81,1,0.8,95,15.3,79.2,"Europe",1
"1037","Greece",0,0.1,0.823,81,1,0.8,94,15.2,79.1,"Europe",1
"1038","Greece",0,0.1,0.811,81,1,0.8,92,14.6,79,"Europe",1
"1039","Greece",0,0.1,0.801,83,1,0.8,91,14.2,78.7,"Europe",1
"1040","Greece",0,0.1,0.794,84,1,0.8,89,13.9,78.2,"Europe",1
"1041","Grenada",0,0.1,0.751,142,0,3.8,92,15.8,73.6,"Americas",1
"1042","Grenada",0,0.1,0.749,143,0,3.8,97,15.8,73.5,"Americas",1
"1043","Grenada",0,0.1,0.746,144,0,3.8,97,15.8,73.3,"Americas",1
"1044","Grenada",0,0.1,0.744,146,0,3.8,97,15.8,73.1,"Americas",1
"1045","Grenada",0,0.1,0.741,15,0,3.8,95,15.8,72.9,"Americas",1
"1046","Grenada",0,0.1,0.286,154,0,3.8,97,15.8,72.6,"Americas",1
"1047","Grenada",0,0.1,0.286,158,0,3.8,99,15.6,72.4,"Americas",1
"1048","Grenada",0,0.1,0.286,162,0,3.9,99,15.4,72.1,"Americas",1
"1049","Grenada",0,0.1,0.286,164,0,3.9,96,15.3,71.9,"Americas",1
"1050","Grenada",0,0.1,0.286,167,0,3.9,91,15.1,71.7,"Americas",1
"1051","Grenada",0,0.1,0.286,169,0,4,99,14.9,71.5,"Americas",1
"1052","Grenada",0,0.1,0.286,187,0,4,83,14.8,73,"Americas",1
"1053","Grenada",0,0.1,0.286,173,0,4.1,97,14.6,71.1,"Americas",1
"1054","Grenada",0,0.1,0.286,176,0,4.1,98,14.4,79,"Americas",1
"1055","Grenada",0,0.1,0.286,178,0,4.2,96,14.3,77,"Americas",1
"1056","Grenada",0,0.1,0.286,182,0,4.2,97,14.1,74,"Americas",1
"1057","Guatemala",0,0.4,0.637,186,12,1.2,74,10.7,71.9,"Americas",1
"1058","Guatemala",0,0.4,0.614,187,13,1.2,73,10.7,71.7,"Americas",1
"1059","Guatemala",0,0.4,0.611,189,13,1.2,85,10.7,71.4,"Americas",1
"1060","Guatemala",0,0.4,0.616,189,13,1.2,96,10.6,71.3,"Americas",1
"1061","Guatemala",0,0.4,0.609,193,14,1.2,88,10.5,71.1,"Americas",1
"1062","Guatemala",0,0.4,0.602,196,14,1.3,94,10.5,77,"Americas",1
"1063","Guatemala",0,0.4,0.596,198,15,1.3,92,10.4,76,"Americas",1
"1064","Guatemala",0,0.4,0.589,19,15,1.3,95,10.4,79,"Americas",1
"1065","Guatemala",0,0.4,0.578,192,16,1.3,85,10.1,75,"Americas",1
"1066","Guatemala",0,0.4,0.57,24,17,1.4,89,9.8,69.7,"Americas",0
"1067","Guatemala",0,0.4,0.567,28,18,1.4,87,9.6,69.2,"Americas",0
"1068","Guatemala",0,0.4,0.564,21,18,1.4,87,9.3,69.6,"Americas",0
"1069","Guatemala",0,0.4,0.56,24,19,1.4,84,9,69.4,"Americas",0
"1070","Guatemala",0,0.3,0.553,21,20,1.5,82,8.8,69.3,"Americas",0
"1071","Guatemala",0,0.3,0.546,211,20,1.5,77,8.5,68.4,"Americas",0
"1072","Guatemala",0,0.2,0.539,221,21,1.6,81,8.2,67.7,"Americas",0
"1073","Guinea",0,0.5,0.414,284,40,7.3,65,8.8,59,"Africa",0
"1074","Guinea",0,0.5,0.412,299,41,7.4,65,8.6,58.1,"Africa",0
"1075","Guinea",0,1,0.406,284,41,7.6,65,8.5,58.8,"Africa",0
"1076","Guinea",0,1,0.396,288,42,7.8,65,8.5,58.4,"Africa",0
"1077","Guinea",0,1,0.385,29,43,8,65,8.4,58.1,"Africa",0
"1078","Guinea",0,1,0.38,291,44,8.2,65,8.3,57.8,"Africa",0
"1079","Guinea",0,1,0.376,297,46,8.4,65,8.1,57.3,"Africa",0
"1080","Guinea",0,1,0.371,33,47,8.6,65,7.9,56.8,"Africa",0
"1081","Guinea",0,1,0.364,36,48,8.8,65,7.6,56.4,"Africa",0
"1082","Guinea",0,1,0.356,317,49,9.1,65,7.1,55.6,"Africa",0
"1083","Guinea",0,1,0.346,327,51,9.3,65,6.8,54.7,"Africa",0
"1084","Guinea",0,1,0.325,334,53,9.5,65,6.8,54,"Africa",0
"1089","Guinea-Bissau",0,1,0.421,275,6,7,87,9.2,58.9,"Africa",0
"1090","Guinea-Bissau",0,1,0.419,282,6,7.1,87,9.2,58.4,"Africa",0
"1091","Guinea-Bissau",0,1,0.415,279,6,7.3,87,9.1,58.1,"Africa",0
"1092","Guinea-Bissau",0,1,0.416,285,6,7.5,87,9.1,57.6,"Africa",0
"1093","Guinea-Bissau",0,1,0.41,289,7,7.7,86,9,57.1,"Africa",0
"1094","Guinea-Bissau",0,1,0.405,287,7,7.9,83,8.9,56.7,"Africa",0
"1095","Guinea-Bissau",0,1,0.401,288,7,8.1,65,8.9,56.3,"Africa",0
"1096","Guinea-Bissau",0,1,0.398,297,7,8.4,77,8.8,55.6,"Africa",0
"1097","Guinea-Bissau",0,1,0.394,32,7,8.6,74,8.8,55,"Africa",0
"1098","Guinea-Bissau",0,1,0.388,36,8,8.8,71,8.3,54.4,"Africa",0
"1099","Guinea-Bissau",0,1,0.286,37,8,9,68,8,53.9,"Africa",0
"1102","Guinea-Bissau",0,1,0.286,35,8,9.7,65,7.1,52.8,"Africa",0
"1103","Guinea-Bissau",0,1,0.286,32,9,1,65,6.8,52.6,"Africa",0
"1104","Guinea-Bissau",0,1,0.286,12,9,1.2,65,6.8,52.6,"Africa",0
"1105","Guyana",0,0.3,0.638,215,1,5.3,95,10.3,66.2,"Americas",0
"1106","Guyana",0,0.3,0.636,217,1,5.3,98,10.3,66,"Americas",0
"1107","Guyana",0,0.3,0.633,218,1,5.3,98,10.3,65.9,"Americas",0
"1108","Guyana",0,0.3,0.63,22,1,5.3,97,10.6,65.8,"Americas",0
"1109","Guyana",0,0.4,0.624,229,1,5.3,93,10.3,65.6,"Americas",0
"1110","Guyana",0,0.4,0.618,221,1,5.3,95,10.2,65.9,"Americas",0
"1111","Guyana",0,0.3,0.618,218,1,5.4,98,10.5,66.1,"Americas",0
"1112","Guyana",0,0.8,0.618,218,1,5.4,93,10.7,66.3,"Americas",0
"1113","Guyana",0,1,0.62,232,1,5.5,94,11.2,65.7,"Americas",0
"1114","Guyana",0,1,0.622,24,1,5.5,93,11.7,65.2,"Americas",0
"1115","Guyana",0,1,0.619,238,1,5.5,93,11.4,65,"Americas",0
"1116","Guyana",0,1,0.613,237,1,5.6,91,11.2,65.1,"Americas",0
"1117","Guyana",0,1,0.611,237,1,5.6,65,11.1,65.3,"Americas",0
"1118","Guyana",0,1,0.609,244,1,5.7,91,11,65.3,"Americas",0
"1119","Guyana",0,1,0.606,247,1,5.7,85,10.9,65.4,"Americas",0
"1120","Guyana",0,1,0.602,246,1,5.8,88,10.9,65.4,"Americas",0
"1121","Haiti",0,0.5,0.49,24,18,3.9,65,9.1,63.5,"Americas",0
"1122","Haiti",0,0.5,0.487,245,19,3.9,65,9.1,63.1,"Americas",0
"1123","Haiti",0,0.5,0.483,253,19,3.9,68,9.1,62.7,"Americas",0
"1124","Haiti",0,0.8,0.477,259,20,3.9,67,8.9,62.3,"Americas",0
"1125","Haiti",0,1,0.47,259,20,4,68,8.7,62.3,"Americas",0
"1126","Haiti",0,1,0.47,383,58,4,66,8.6,52.6,"Americas",0
"1127","Haiti",0,1,0.466,251,21,4.1,65,8.5,62.5,"Americas",0
"1128","Haiti",0,1,0.462,259,22,4.2,65,8.4,62.1,"Americas",0
"1129","Haiti",0,1,0.458,266,23,4.2,65,8.4,61.8,"Americas",0
"1130","Haiti",0,1,0.455,28,23,4.3,65,8.3,61.1,"Americas",0
"1131","Haiti",0,1,0.452,29,24,4.4,65,8.2,65,"Americas",0
"1132","Haiti",0,1,0.45,32,24,4.5,65,8.1,58.7,"Americas",0
"1133","Haiti",0,1,0.447,12,25,4.6,65,8.1,59.7,"Americas",0
"1134","Haiti",0,1,0.444,33,26,4.7,65,8,59.3,"Americas",0
"1135","Haiti",0,1,0.443,35,27,4.7,65,7.9,58.9,"Americas",0
"1136","Haiti",0,1,0.439,35,28,4.8,65,7.8,58.6,"Americas",0
"1137","Honduras",0,0.3,0.623,147,4,2.1,97,11.2,74.6,"Americas",1
"1138","Honduras",0,0.3,0.618,149,4,2.1,97,11.4,74.5,"Americas",1
"1139","Honduras",0,0.4,0.614,15,4,2.1,97,11.6,74.3,"Americas",1
"1140","Honduras",0,0.4,0.614,151,4,2.1,97,11.6,74.1,"Americas",1
"1141","Honduras",0,0.4,0.611,153,5,2.2,97,11.7,73.9,"Americas",1
"1142","Honduras",0,0.4,0.606,156,5,2.2,97,11.5,73.6,"Americas",1
